Molecule,=O,O,C,N,-O,=N,=N-O,-C(=O)H,-C#CH,-C#N,-OEt,-OMe,-N,-C(=O)N,-X,F,-CF3,=NCH3,-cPropyl,-tBu,-C(=O)OMe,-C(=O)O,-NC(=O)CH3,U0,U,H,G,Cv
CC(O)(CC#C)C#N,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-362.639964,-362.630947,-362.630003,-362.673227,32.506
CC(O)(CC#N)C#C,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-362.641525,-362.632549,-362.631604,-362.674759,32.415
CC(O)(CC#N)C#N,0.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-378.745558,-378.736936,-378.735992,-378.778609,30.403
CC(C)(CC#C)C=O,3.0,1.0,7,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-347.789926,-347.780394,-347.77945,-347.823891,34.47
CC(C)(CC#N)C=O,3.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.898446,-363.889284,-363.88834,-363.932277,32.353
CC(O)(CC#C)C=O,0.0,2.0,6,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-383.717034,-383.707685,-383.706741,-383.751142,33.34
CC(O)(CC#N)C=O,0.0,2.0,5,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.824114,-399.815133,-399.814189,-399.857926,31.32
CC(C)(CC=O)C#C,1.0,1.0,7,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-347.783737,-347.774092,-347.773148,-347.818751,34.487
CC(C)(CC=O)C#N,1.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.891342,-363.882065,-363.881121,-363.925854,32.401
CC(C)(NC=O)C#C,1.0,1.0,6,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.858059,-363.848843,-363.847899,-363.89126,33.75
CC(C)(NC=O)C#N,1.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-379.963922,-379.955009,-379.954064,-379.997011,31.801
CC(C)(OC=N)C#C,0.0,1.0,6,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.823977,-363.814652,-363.813708,-363.857692,33.762
CC(C)(OC=N)C#N,0.0,1.0,5,2.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-379.929137,-379.920103,-379.919159,-379.962819,31.811
CC(C)(OC=O)C#C,1.0,2.0,6,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-383.727088,-383.717959,-383.717015,-383.760489,32.763
CC(C)(OC=O)C#N,1.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.831291,-399.822452,-399.821508,-399.864627,30.832
CC(O)(CC=O)C#C,1.0,2.0,6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-383.71106,-383.701719,-383.700775,-383.745032,33.39
CC(O)(CC=O)C#N,1.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.816144,-399.807157,-399.806213,-399.849983,31.344
CC(C)(CC=O)C=O,9.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-384.963742,-384.954147,-384.953203,-384.998772,33.246
CC(C)(NC=O)C=O,13.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-401.036348,-401.027,-401.026056,-401.070383,32.757
CC(C)(OC=N)C=O,6.0,2.0,5,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-401.007676,-400.998156,-400.997212,-401.043259,32.732
CC(C)(OC=O)C=O,13.0,3.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-420.910028,-420.900726,-420.899782,-420.944726,31.758
CC(O)(CC=O)C=O,1.0,3.0,5,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-420.890678,-420.881293,-420.880349,-420.925758,32.157
CC#CC(C)(C)CO,0.0,1.0,7,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-348.985338,-348.974576,-348.973632,-349.022382,37.287
CC#CC(C)(O)CO,0.0,2.0,6,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-384.91528,-384.905067,-384.904123,-384.951126,35.686
CCC(C)(C)C#CC,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-313.061392,-313.050496,-313.049552,-313.098394,38.468
CCC(C)(O)C#CC,0.0,1.0,7,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-348.989632,-348.978986,-348.978042,-349.026142,37.338
COC(C)(C)C#CC,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-348.974044,-348.963283,-348.962339,-349.011385,37.015
CC(C)(CO)CC#C,0.0,1.0,7,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-348.974099,-348.964042,-348.963098,-349.008208,37.04
CC(C)(CO)CC#N,0.0,1.0,6,1.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-365.083186,-365.073499,-365.072555,-365.117166,34.891
CC(O)(CO)CC#C,0.0,2.0,6,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-384.908121,-384.89864,-384.897696,-384.941699,35.263
CC(O)(CO)CC#N,0.0,2.0,5,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-401.012653,-401.003341,-401.002396,-401.04635,33.493
CCC(C)(C)CC#C,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-313.051009,-313.04088,-313.039936,-313.08513,38.145
CCC(C)(C)CC#N,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-329.160352,-329.150597,-329.149653,-329.194338,35.991
CCC(C)(O)CC#C,0.0,1.0,7,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-348.979959,-348.96989,-348.968945,-349.01418,37.237
CCC(C)(O)CC#N,0.0,1.0,6,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-365.088675,-365.079051,-365.078107,-365.122619,35.012
COC(C)(C)CC#C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-348.967676,-348.95762,-348.956676,-349.002086,36.801
COC(C)(C)CC#N,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-365.077244,-365.067559,-365.066614,-365.111484,34.682
CC(C)(CO)CC=O,4.0,2.0,6,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-386.149663,-386.139542,-386.138597,-386.184961,35.834
CC(C)(CO)NC=O,4.0,2.0,5,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-402.22415,-402.214259,-402.213315,-402.258458,35.249
CC(C)(CO)OC=N,0.0,2.0,5,1.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-402.196698,-402.186743,-402.185799,-402.231337,35.225
CC(C)(CO)OC=O,4.0,3.0,5,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-422.099867,-422.090101,-422.089157,-422.134224,34.237
CC(O)(CO)CC=O,1.0,3.0,5,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-422.082684,-422.072992,-422.072048,-422.117255,34.43
CCC(C)(C)CC=O,8.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-350.225762,-350.215558,-350.214614,-350.261076,36.918
CCC(C)(C)NC=O,8.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-366.302619,-366.292818,-366.291874,-366.336528,36.169
CCC(C)(C)OC=O,8.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-386.177898,-386.16802,-386.167076,-386.2123,35.414
CCC(C)(O)CC=O,1.0,2.0,6,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-386.157611,-386.147614,-386.14667,-386.192374,35.943
COC(C)(C)CC=O,1.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-386.146062,-386.135988,-386.135044,-386.181237,35.602
CC(C)(CCO)C#C,0.0,1.0,7,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-348.969245,-348.959093,-348.958149,-349.003926,37.019
CC(C)(CCO)C#N,0.0,1.0,6,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-365.078367,-365.068546,-365.067602,-365.112945,34.936
CC(N)(CCO)C#N,0.0,1.0,5,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-381.124815,-381.11512,-381.114175,-381.159286,34.483
CC(O)(CCO)C#C,0.0,2.0,6,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-384.897124,-384.887192,-384.886248,-384.931537,35.902
CC(O)(CCO)C#N,0.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-401.004043,-400.994472,-400.993528,-401.038317,33.818
CCCC(C)(C)C#C,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-313.050104,-313.039773,-313.038829,-313.084779,38.272
CCCC(C)(C)C#N,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-329.15972,-329.149725,-329.148781,-329.194249,36.188
CCCC(C)(N)C#N,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-345.2057,-345.195844,-345.1949,-345.240087,35.72
CCCC(C)(O)C#C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-348.977709,-348.967586,-348.966641,-349.012196,37.155
CCCC(C)(O)C#N,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-365.085162,-365.075395,-365.074451,-365.119522,35.076
CCNC(C)(C)C#N,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-345.196036,-345.186124,-345.18518,-345.230628,35.697
CCOC(C)(C)C#C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-348.967549,-348.95731,-348.956366,-349.003349,36.948
CCOC(C)(C)C#N,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-365.07532,-365.065413,-365.064469,-365.110757,34.929
COCC(C)(C)C#C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-348.966737,-348.956579,-348.955635,-349.001305,36.549
COCC(C)(C)C#N,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-365.075458,-365.065639,-365.064695,-365.109884,34.467
COCC(C)(N)C#N,0.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-381.119132,-381.109483,-381.108539,-381.153401,33.966
COCC(C)(O)C#C,0.0,2.0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-384.891978,-384.882278,-384.881333,-384.926066,35.039
COCC(C)(O)C#N,0.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-400.998676,-400.989291,-400.988346,-401.032626,33.061
CC(C)(CCO)C=O,4.0,2.0,6,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-386.149546,-386.13931,-386.138366,-386.185078,35.867
CC(O)(CCO)C=O,0.0,3.0,5,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-422.083417,-422.073925,-422.07298,-422.117709,34.085
CCCC(C)(C)C=O,10.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-350.230182,-350.219762,-350.218818,-350.26576,37.11
CCCC(C)(O)C=O,0.0,2.0,6,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-386.157404,-386.147094,-386.14615,-386.192924,36.211
CCOC(C)(C)C=O,0.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-386.151416,-386.141053,-386.140109,-386.189349,35.838
COCC(C)(C)C=O,3.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-386.146306,-386.136147,-386.135203,-386.181357,35.334
COCC(C)(O)C=O,0.0,3.0,5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-422.073931,-422.064143,-422.063199,-422.108954,33.943
CC(C)(CO)CCO,0.0,2.0,6,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-387.334938,-387.324212,-387.323268,-387.370367,38.446
CC(O)(CO)CCO,0.0,3.0,5,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-423.268277,-423.258232,-423.257287,-423.302924,36.598
CCC(C)(C)CCO,0.0,1.0,7,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-351.410659,-351.399741,-351.398797,-351.446658,39.637
CCC(C)(C)COC,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-351.407938,-351.397068,-351.396124,-351.443504,39.108
CCC(C)(O)CCO,0.0,2.0,6,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-387.342899,-387.332341,-387.331397,-387.377987,38.415
CCC(C)(O)COC,0.0,2.0,6,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-387.340255,-387.329811,-387.328867,-387.375284,37.668
CCCC(C)(C)CC,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-315.490873,-315.479782,-315.478838,-315.526768,40.882
CCCC(C)(C)CO,0.0,1.0,7,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-351.415036,-351.40412,-351.403175,-351.450514,39.693
CCCC(C)(C)OC,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-351.410877,-351.400007,-351.399063,-351.44654,39.382
CCCC(C)(O)CC,0.0,1.0,7,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-351.422873,-351.4121,-351.411156,-351.458097,39.676
CCCC(C)(O)CO,0.0,2.0,6,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-387.347737,-387.337304,-387.33636,-387.382666,38.13
CCOC(C)(C)CC,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-351.416092,-351.405285,-351.404341,-351.451706,39.444
CCOC(C)(C)CO,0.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-387.33825,-387.327567,-387.326623,-387.37373,38.259
COC(C)(C)CCO,0.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-387.331269,-387.320674,-387.31973,-387.366629,38.078
COCC(C)(C)CO,0.0,2.0,6,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-387.330149,-387.319507,-387.318563,-387.365325,37.833
COCC(C)(C)OC,0.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-387.32571,-387.315016,-387.314071,-387.361291,37.644
COCC(C)(O)CO,0.0,3.0,5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-423.261971,-423.251781,-423.250837,-423.296735,36.365
CC(=O)C(C)(C)C#C,0.0,1.0,7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-347.79319,-347.783411,-347.782467,-347.827556,35.417
CC(=O)C(C)(C)C#N,0.0,1.0,6,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.901158,-363.891724,-363.890779,-363.935253,33.366
CC(=O)C(C)(O)C#C,0.0,2.0,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-383.722836,-383.713194,-383.71225,-383.757008,34.343
CC(=O)C(C)(O)C#N,0.0,2.0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.825859,-399.816594,-399.815649,-399.860374,32.256
CC(C)(C#C)C(N)=O,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.872955,-363.863498,-363.862554,-363.906883,34.741
CC(C)(C#N)C(N)=O,0.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-379.980747,-379.971656,-379.970711,-380.014411,32.649
CC([NH3+])(C#C)C([O-])=O,0.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-399.796268,-399.787654,-399.786709,-399.829214,31.582
CC(N)(C#N)C(N)=O,0.0,1.0,4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-396.023096,-396.014168,-396.013224,-396.056385,32.139
CC(O)(C#C)C(N)=O,0.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.796851,-399.787613,-399.786669,-399.830389,33.594
CC(O)(C#N)C(N)=N,0.0,1.0,4,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-395.993968,-395.985238,-395.984294,-396.02686,32.018
CC(O)(C#N)C(N)=O,0.0,2.0,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-415.900949,-415.892159,-415.891215,-415.934147,31.408
CC(=O)C(C)(C)C=O,0.0,2.0,6,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-384.977332,-384.967579,-384.966635,-385.012015,34.165
CC(=O)C(C)(O)C=O,0.0,3.0,5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-420.910305,-420.901208,-420.900264,-420.943793,32.334
CC(C)(C=O)C(N)=O,0.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-401.049564,-401.04005,-401.039106,-401.083991,33.672
CC(O)(C=O)C(N)=O,0.0,3.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-436.974764,-436.965524,-436.96458,-437.008772,32.408
