index,smiles,mu,alpha,homo,lumo,gap,r2,zpve,U0,U,H,G,Cv
5088,H,0.9712,68.29,-0.1845,0.0356,0.22,944.9463,0.131404,-379.94684,-379.93866,-379.9377,-379.97885,30.508
5089,H,0.8497,64.67,-0.1783,0.0411,0.2194,924.9676,0.118259,-399.82074,-399.81244,-399.8115,-399.85312,30.07
5090,H,0.5202,64.05,-0.1829,0.0368,0.2197,922.8387,0.118414,-399.82175,-399.81354,-399.8126,-399.854,29.9
5091,H,2.0623,60.39,-0.1718,0.0488,0.2206,890.297,0.107538,-415.87027,-415.86212,-415.86118,-415.90216,30.172
5092,H,3.1561,59.68,-0.1691,0.0439,0.2131,885.5535,0.107805,-415.873,-415.86502,-415.86407,-415.90463,30.025
5093,H,1.9365,63.99,-0.1772,0.0515,0.2288,914.7109,0.12054,-395.9954,-395.98715,-395.9862,-396.02765,30.437
5094,H,1.5544,64.58,-0.1696,0.055,0.2246,909.9946,0.119738,-395.9925,-395.98398,-395.98303,-396.02502,31.312
5095,H,0.5588,60.03,-0.1651,0.059,0.2242,889.7387,0.107183,-415.8714,-415.86304,-415.8621,-415.9036,30.617
5096,H,0.2012,64.73,-0.1829,0.0408,0.2237,910.2838,0.120729,-395.99136,-395.98337,-395.98242,-396.02313,30.149
5097,H,1.4023,61.02,-0.1709,0.0495,0.2204,890.0441,0.107713,-415.86554,-415.85757,-415.85663,-415.89734,29.769
5098,H,0.8452,60.15,-0.1755,0.0497,0.2252,887.195,0.107748,-415.8676,-415.85956,-415.8586,-415.89957,29.736
5099,H,1.8107,55.83,-0.1741,0.0445,0.2185,868.4932,0.094885,-435.74802,-435.74008,-435.73914,-435.77972,29.418
5100,H,3.5481,68.35,-0.1835,0.0369,0.2204,905.2485,0.130382,-379.95227,-379.9441,-379.94315,-379.9853,29.168
5101,H,3.9523,60.7,-0.1817,0.0433,0.225,850.2761,0.106895,-415.87277,-415.86484,-415.86392,-415.90555,28.142
5102,H,3.7868,67.28,-0.1845,0.0461,0.2306,904.5677,0.131122,-379.99002,-379.9819,-379.98096,-380.02225,29.338
5103,H,4.5593,63.65,-0.1743,0.058,0.2323,872.6653,0.119996,-396.0336,-396.02545,-396.0245,-396.0659,29.326
5104,H,4.4805,59.51,-0.179,0.0521,0.2311,850.4343,0.107184,-415.91064,-415.9025,-415.90158,-415.94315,28.641
5105,H,5.045,63.06,-0.2075,0.0298,0.2373,885.2419,0.118837,-399.86176,-399.854,-399.85306,-399.89386,27.735
5106,H,5.6733,59.58,-0.1964,0.0429,0.2393,852.6429,0.107918,-415.90567,-415.89804,-415.8971,-415.9376,27.558
5107,H,2.0121,80.08,-0.1829,0.0494,0.2322,989.8518,0.165408,-327.97632,-327.96753,-327.96658,-328.00955,31.869
5108,H,1.4756,76.14,-0.1765,0.0562,0.2327,958.9216,0.154469,-344.02228,-344.0136,-344.01266,-344.05518,31.624
5109,H,1.0461,71.79,-0.1712,0.0636,0.2348,934.9865,0.141658,-363.90094,-363.89227,-363.89133,-363.93414,31.034
5110,H,2.5525,67.1,-0.1925,0.0531,0.2456,908.799,0.131175,-379.97153,-379.9634,-379.96246,-380.00403,29.167
5111,H,1.4249,72.35,-0.1651,0.0632,0.2284,928.2778,0.143525,-360.06705,-360.0584,-360.05746,-360.10016,31.402
5112,H,0.3023,67.87,-0.1708,0.0649,0.2357,905.9197,0.130813,-379.94583,-379.9373,-379.93634,-379.9792,30.711
5113,H,2.1184,63.25,-0.1898,0.0553,0.245,879.2969,0.120304,-396.01596,-396.0079,-396.00696,-396.0485,28.855
5114,H,0.3603,63.48,-0.1609,0.0699,0.2308,881.179,0.117948,-399.82315,-399.81458,-399.81363,-399.85672,30.225
5115,H,2.9614,67.37,-0.1898,0.0487,0.2385,908.5869,0.130352,-379.96265,-379.9541,-379.95316,-379.99652,29.716
5116,H,1.8185,59.15,-0.1819,0.0616,0.2435,854.6354,0.10751,-415.89255,-415.88455,-415.8836,-415.9254,28.251
5117,H,1.8963,79.78,-0.187,0.0538,0.2409,1001.5012,0.165026,-327.97488,-327.96582,-327.96487,-328.0091,32.115
5118,H,1.364,76.15,-0.1845,0.0543,0.2388,973.8668,0.15417,-344.02103,-344.0121,-344.01114,-344.05484,31.846
5119,H,0.9997,71.99,-0.1746,0.0591,0.2337,953.1466,0.141357,-363.89896,-363.89008,-363.88913,-363.9328,31.237
5120,H,1.5282,76.16,-0.1724,0.0528,0.2252,969.4889,0.15419,-344.01843,-344.00952,-344.00858,-344.05197,31.902
5121,H,0.3327,67.95,-0.1728,0.0609,0.2337,919.1874,0.131537,-379.94507,-379.93686,-379.9359,-379.97757,30.078
5122,H,1.5699,72.14,-0.1756,0.0515,0.2271,946.7891,0.141495,-363.8977,-363.88892,-363.88797,-363.93115,31.174
5123,H,0.4295,68.24,-0.1757,0.0517,0.2274,920.701,0.130842,-379.94272,-379.93414,-379.9332,-379.97577,30.763
5124,H,1.251,64.02,-0.1719,0.0568,0.2287,899.1381,0.118208,-399.81924,-399.8109,-399.80997,-399.85193,29.949
5125,H,3.7207,75.35,-0.2027,0.0408,0.2435,975.7154,0.153966,-344.0386,-344.02988,-344.02893,-344.072,30.752
5126,H,2.879,67.78,-0.1906,0.0488,0.2394,928.0235,0.130176,-379.961,-379.9523,-379.95135,-379.995,29.82
5127,H,3.1999,71.94,-0.1792,0.0401,0.2193,943.8064,0.143346,-360.0859,-360.07742,-360.07648,-360.11865,30.414
5128,H,1.7885,63.76,-0.1902,0.0471,0.2373,894.3026,0.120312,-396.00964,-396.00162,-396.00067,-396.0424,28.725
5129,H,3.0628,67.85,-0.1878,0.0356,0.2234,920.9798,0.131044,-379.9678,-379.95963,-379.95868,-380.00018,29.29
5130,H,2.1294,63.77,-0.1891,0.0373,0.2264,894.5503,0.120189,-396.01224,-396.0041,-396.00317,-396.04514,28.947
5131,H,1.9829,60.04,-0.1769,0.042,0.2189,874.1001,0.107035,-415.8871,-415.87885,-415.87793,-415.91983,28.684
5132,H,3.2929,67.79,-0.187,0.0368,0.2238,901.7142,0.131201,-379.98117,-379.97308,-379.97214,-380.01373,28.661
5133,H,1.3725,72.75,-0.1993,0.0424,0.2416,1013.363,0.119675,-325.52954,-325.52216,-325.5212,-325.56174,27.726
5134,H,0.8466,68.98,-0.2215,0.0142,0.2357,995.2445,0.107046,-345.39655,-345.38937,-345.38843,-345.4286,26.441
5135,H,3.3267,68.25,-0.2206,0.0291,0.2498,990.7781,0.108472,-341.58817,-341.581,-341.58005,-341.62027,26.274
5136,H,1.5673,64.52,-0.2454,-0.0018,0.2436,972.6386,0.095829,-361.4565,-361.44952,-361.44858,-361.48843,25.086
5137,H,3.0567,68.03,-0.2188,0.0338,0.2526,979.1936,0.108259,-341.59177,-341.5846,-341.58365,-341.6244,26.399
5138,H,1.2806,64.41,-0.2447,-0.0007,0.244,960.6157,0.095668,-361.45816,-361.45117,-361.45023,-361.49023,25.199
5139,H,2.466,67.92,-0.2158,0.0227,0.2386,988.0306,0.109366,-341.63724,-341.6302,-341.62924,-341.66943,25.664
5140,H,4.157,64.16,-0.2378,-0.0033,0.2345,969.2512,0.09684,-361.50412,-361.4973,-361.4964,-361.53598,24.298
5141,H,2.0842,63.53,-0.2384,0.0097,0.2481,966.9679,0.098103,-357.69495,-357.6881,-357.68716,-357.72705,24.249
5142,H,3.1356,59.77,-0.2631,-0.0191,0.244,947.5007,0.085555,-377.56284,-377.55624,-377.5553,-377.59457,22.991
5143,H,1.2681,63.13,-0.2342,0.0155,0.2496,949.0782,0.097919,-357.6985,-357.69162,-357.6907,-357.73145,24.32
5144,H,3.585,59.7,-0.2612,-0.0189,0.2423,934.9598,0.085402,-377.56442,-377.55783,-377.5569,-377.59628,23.092
5145,H,1.8735,71.97,-0.2042,0.0461,0.2503,1045.6809,0.119472,-325.52756,-325.52008,-325.51913,-325.55988,28.032
5146,H,3.281,67.76,-0.2222,0.0311,0.2533,1012.4001,0.10817,-341.58984,-341.58264,-341.5817,-341.62186,26.606
5147,H,0.4713,67.94,-0.2261,0.0165,0.2425,1025.7413,0.107129,-345.39392,-345.38675,-345.3858,-345.42612,26.464
5148,H,0.961,63.44,-0.2452,0.0017,0.2469,994.4071,0.09571,-361.45795,-361.451,-361.45004,-361.48972,25.207
5149,H,5.4909,67.51,-0.2212,0.027,0.2483,1017.2512,0.109428,-341.63638,-341.6293,-341.62836,-341.66876,25.774
5150,H,4.3145,62.85,-0.238,0.0169,0.255,980.9294,0.098,-357.69885,-357.69205,-357.6911,-357.73074,24.398
5151,H,3.5286,63.12,-0.2412,0.0009,0.2421,999.3313,0.096921,-361.502,-361.49524,-361.4943,-361.53403,24.317
5152,H,2.7651,58.63,-0.2619,-0.0129,0.249,964.9434,0.085446,-377.56522,-377.55862,-377.55768,-377.59686,23.085
5153,H,1.6363,72.64,-0.2053,0.0273,0.2326,995.5139,0.119384,-325.51743,-325.51007,-325.50912,-325.55005,27.317
5154,H,3.6146,68.12,-0.2259,0.0184,0.2443,981.361,0.108271,-341.57657,-341.56943,-341.56848,-341.60904,25.858
5155,H,3.2316,67.91,-0.2207,0.0069,0.2276,969.223,0.109062,-341.62265,-341.6157,-341.61475,-341.65488,25.277
5156,H,3.3754,63.45,-0.2418,-0.0035,0.2383,953.9763,0.097818,-357.68036,-357.67358,-357.67264,-357.71265,23.892
5157,H,2.337,65.51,-0.2211,0.0155,0.2366,926.9385,0.108586,-378.74274,-378.73553,-378.7346,-378.77563,25.764
5158,H,3.6676,61.3,-0.2378,-0.0004,0.2375,902.877,0.097294,-394.80246,-394.7954,-394.79446,-394.83493,24.529
5159,H,3.5362,64.51,-0.213,-0.0022,0.2108,944.0356,0.097477,-394.80502,-394.79816,-394.7972,-394.83682,24.542
5160,H,2.3335,67.39,-0.2043,0.0102,0.2145,1048.3708,0.108604,-378.74683,-378.73972,-378.73877,-378.77875,25.917
5161,H,2.997,63.53,-0.2204,0.0022,0.2226,1003.8999,0.095972,-398.6149,-398.60803,-398.6071,-398.64697,24.489
5162,H,2.197,63.06,-0.2239,0.0008,0.2247,1024.4979,0.097342,-394.80353,-394.7967,-394.79575,-394.83533,24.443
5163,H,2.665,59.08,-0.2431,-0.0102,0.2329,982.6319,0.084608,-414.67236,-414.66565,-414.6647,-414.70444,23.172
5164,H,2.2057,63.12,-0.2182,0.0049,0.223,1010.1421,0.097445,-394.81332,-394.80643,-394.80548,-394.84518,24.561
5165,H,2.4095,59.19,-0.2391,-0.0111,0.228,982.6666,0.084916,-414.68045,-414.6738,-414.67285,-414.71225,23.112
5166,H,0.9021,69.81,-0.2069,-0.0295,0.1775,991.1093,0.119752,-362.7094,-362.70203,-362.70108,-362.74255,26.488
5167,H,2.5002,65.27,-0.2238,-0.0281,0.1957,1049.5223,0.106848,-382.57718,-382.56995,-382.569,-382.61014,25.332
5168,H,3.4522,63.85,-0.2188,-0.0425,0.1762,948.8085,0.108528,-378.77063,-378.7637,-378.76276,-378.80276,24.825
5169,H,1.8919,60.75,-0.244,-0.0376,0.2064,1032.2852,0.095566,-398.6365,-398.6295,-398.62854,-398.66925,24.038
5170,H,1.7797,63.78,-0.2179,-0.0413,0.1766,939.4028,0.108417,-378.77423,-378.76724,-378.76633,-378.80676,24.894
5171,H,2.2108,60.71,-0.247,-0.0363,0.2106,1007.06,0.095514,-398.6384,-398.63138,-398.63043,-398.67145,24.057
5172,H,5.0817,68.14,-0.1898,0.0074,0.1972,965.7687,0.108947,-378.7764,-378.76917,-378.76822,-378.80862,26.359
5173,H,2.8904,63.98,-0.2061,-0.0074,0.1987,937.4761,0.096818,-398.65002,-398.64334,-398.6424,-398.68134,24.502
5174,H,6.6073,63.22,-0.2079,-0.0026,0.2053,935.1082,0.097672,-394.83377,-394.8268,-394.82587,-394.8657,24.896
5175,H,3.6551,57.03,-0.253,-0.0111,0.2419,884.7173,0.085155,-414.70355,-414.6968,-414.69586,-414.7361,23.204
5176,H,0.8095,63.24,-0.2113,-0.0119,0.1994,894.0098,0.098712,-394.85144,-394.845,-394.84406,-394.88223,23.909
5177,H,4.4455,59.69,-0.2301,-0.0184,0.2117,918.766,0.085214,-414.70618,-414.69955,-414.6986,-414.73785,23.309
5178,H,3.2759,62.07,-0.2164,-0.0081,0.2083,1023.7409,0.096318,-398.6493,-398.6424,-398.64145,-398.681,24.894
5179,H,3.6474,57.93,-0.2348,-0.0143,0.2206,983.0647,0.083633,-418.51666,-418.50992,-418.50897,-418.54898,23.451
5180,H,2.8525,57.89,-0.2377,-0.0179,0.2198,1000.5416,0.085025,-414.70544,-414.6988,-414.69785,-414.73706,23.44
5181,H,1.7897,54.0,-0.2596,-0.0284,0.2312,972.1573,0.07241,-434.57388,-434.5674,-434.56647,-434.6056,22.089
5182,H,4.1565,58.08,-0.23,-0.0153,0.2147,988.9973,0.084993,-414.7137,-414.70694,-414.706,-414.7457,23.621
5183,H,3.5116,54.18,-0.2518,-0.031,0.2208,961.9458,0.07244,-434.58014,-434.57364,-434.5727,-434.61194,22.209
5184,H,0.8967,67.07,-0.1912,0.0266,0.2178,951.3085,0.110724,-374.9448,-374.938,-374.93704,-374.97595,25.593
5185,H,3.3107,66.52,-0.1988,0.0163,0.2151,965.6104,0.109305,-378.74518,-378.7383,-378.73737,-378.77643,25.742
5186,H,1.7626,62.35,-0.2107,0.0033,0.214,928.6223,0.098141,-394.8127,-394.80612,-394.80518,-394.84375,24.255
5187,H,4.9613,66.83,-0.213,0.0228,0.2359,1055.7819,0.108644,-378.74435,-378.73727,-378.73633,-378.77634,25.96
5188,H,4.9598,63.68,-0.215,0.0157,0.2307,1019.4118,0.097523,-394.81036,-394.80347,-394.80252,-394.84277,24.513
5189,H,2.5689,62.66,-0.2304,0.0021,0.2325,1037.8077,0.096196,-398.60977,-398.603,-398.60205,-398.64145,24.414
5190,H,2.681,59.45,-0.2357,-0.0124,0.2233,1002.1546,0.084929,-414.6761,-414.6694,-414.66846,-414.70825,23.164
5191,H,3.7926,68.67,-0.2115,-0.0109,0.2007,1074.1274,0.119557,-362.7075,-362.7,-362.69907,-362.741,26.694
5192,H,4.9465,64.2,-0.2243,-0.0134,0.2109,1047.3785,0.108232,-378.76923,-378.76202,-378.76108,-378.80212,25.352
5193,H,2.4894,63.96,-0.2296,-0.0233,0.2063,1071.665,0.106934,-382.57352,-382.56628,-382.56534,-382.6066,25.328
5194,H,2.6706,59.8,-0.2427,-0.0258,0.217,1037.8,0.095672,-398.6366,-398.6296,-398.62866,-398.6692,24.05
5195,H,3.0214,66.47,-0.1958,0.0191,0.2149,962.5131,0.109626,-378.78125,-378.77432,-378.77338,-378.81256,25.902
5196,H,2.5392,62.23,-0.2084,0.0107,0.2192,925.2434,0.098458,-394.84695,-394.84036,-394.83942,-394.87802,24.302
5197,H,3.9072,61.79,-0.215,0.0005,0.2155,939.1887,0.097057,-398.6471,-398.64044,-398.6395,-398.67825,24.439
5198,H,2.1054,57.62,-0.2291,-0.0112,0.2179,902.9332,0.085822,-414.71356,-414.70715,-414.7062,-414.74454,23.01
5199,H,5.5795,61.4,-0.2224,0.0046,0.227,1033.5764,0.096396,-398.64783,-398.64087,-398.63992,-398.67987,24.892
5200,H,6.491,58.1,-0.2314,0.0035,0.2349,994.3483,0.085218,-414.7122,-414.7055,-414.70456,-414.7438,23.487
5201,H,3.2382,57.51,-0.2434,-0.0083,0.2351,1015.4465,0.083865,-418.5124,-418.50577,-418.50482,-418.54398,23.417
5202,H,3.7903,54.09,-0.2526,-0.0202,0.2323,978.7762,0.072552,-434.57712,-434.57062,-434.56967,-434.6088,22.196
5203,H,1.2003,68.46,-0.2151,-0.0393,0.1758,1063.6671,0.118967,-362.69858,-362.69116,-362.69022,-362.73215,26.343
5204,H,1.483,63.79,-0.2354,-0.0489,0.1865,1041.9944,0.107872,-378.75687,-378.7497,-378.74875,-378.78973,24.912
5205,H,1.8027,83.88,-0.1908,0.0092,0.2,1258.1149,0.119888,-325.5487,-325.54083,-325.5399,-325.58307,27.834
5206,H,0.6215,80.08,-0.2057,-0.0113,0.1944,1229.2443,0.107193,-345.41483,-345.40723,-345.40628,-345.44882,26.457
5207,H,3.7862,78.61,-0.2083,-0.0028,0.2055,1235.0018,0.108607,-341.60706,-341.59943,-341.59848,-341.64096,26.431
5208,H,2.4298,74.94,-0.2243,-0.0248,0.1995,1206.4976,0.09593,-361.4747,-361.4673,-361.46634,-361.50858,25.14
5209,H,3.6418,78.95,-0.2091,-0.0057,0.2034,1218.7797,0.108444,-341.60532,-341.5977,-341.59674,-341.6392,26.481
5210,H,1.5331,75.02,-0.2273,-0.0281,0.1992,1190.0765,0.095766,-361.47235,-361.46497,-361.46402,-361.50598,25.207
5211,H,2.0201,81.09,-0.1948,0.0244,0.2192,1275.1273,0.119852,-325.5464,-325.5385,-325.53757,-325.5809,27.981
5212,H,3.4247,76.88,-0.2059,0.0135,0.2195,1235.8657,0.10841,-341.60416,-341.59653,-341.59558,-341.638,26.587
5213,H,0.8142,76.07,-0.2137,0.0006,0.2142,1256.756,0.10729,-345.41257,-345.40494,-345.404,-345.4468,26.551
5214,H,1.4911,71.96,-0.2258,-0.0118,0.2139,1218.5021,0.095849,-361.4719,-361.46448,-361.46353,-361.5057,25.266
5215,H,2.5893,75.78,-0.1829,-0.0069,0.1759,1069.2094,0.108525,-378.7588,-378.75168,-378.75073,-378.7903,26.529
5216,H,4.8992,70.76,-0.1996,-0.018,0.1816,1046.9521,0.097228,-394.81924,-394.81226,-394.8113,-394.85068,25.282
5217,H,2.9297,69.23,-0.2003,-0.0142,0.1861,1039.2126,0.096969,-394.8232,-394.8159,-394.81494,-394.85556,25.439
5218,H,3.0644,69.45,-0.1873,0.0307,0.218,1057.0498,0.130654,-379.93933,-379.93127,-379.93033,-379.97302,28.652
5219,H,3.0891,65.51,-0.216,0.0158,0.2318,1108.7582,0.118466,-399.80997,-399.80237,-399.80142,-399.84372,26.867
5220,H,1.8671,78.86,-0.1933,0.0489,0.2422,1270.3901,0.166931,-327.974,-327.96573,-327.96478,-328.00748,30.514
5221,H,0.452,74.95,-0.2117,0.0237,0.2354,1233.0,0.154526,-347.8444,-347.83646,-347.83554,-347.8774,29.037
5222,H,3.8224,74.33,-0.2138,0.0348,0.2486,1247.4467,0.155828,-344.03342,-344.02542,-344.02448,-344.0665,29.021
5223,H,2.1643,70.51,-0.2349,0.0071,0.242,1211.0731,0.143326,-363.90512,-363.89737,-363.89642,-363.938,27.697
5224,H,3.3909,74.46,-0.2134,0.0366,0.25,1228.1523,0.155633,-344.03583,-344.02774,-344.0268,-344.0697,29.152
5225,H,1.4153,70.46,-0.2355,0.0088,0.2443,1194.2203,0.143201,-363.90686,-363.89908,-363.89813,-363.93997,27.799
5226,H,1.4988,75.59,-0.185,0.0539,0.2389,1212.399,0.15568,-344.01364,-344.00552,-344.0046,-344.04694,29.927
5227,H,1.5185,72.84,-0.1784,0.0403,0.2187,1175.7651,0.142994,-363.88605,-363.8781,-363.87717,-363.91937,28.884
5228,H,3.1605,68.56,-0.1975,0.0214,0.2189,1154.2529,0.131822,-379.94623,-379.9385,-379.93756,-379.9793,27.478
5229,H,1.8374,68.06,-0.1988,0.0328,0.2317,1152.3654,0.131794,-379.9554,-379.9477,-379.94675,-379.98822,27.724
5230,H,1.4371,71.52,-0.1787,0.0635,0.2422,1171.39,0.142953,-363.89328,-363.8853,-363.88437,-363.92596,29.253
5231,H,1.1222,68.24,-0.1916,0.0382,0.2298,1123.5305,0.130269,-383.7627,-383.75488,-383.75394,-383.79666,27.806
5232,H,3.4119,67.27,-0.1983,0.0462,0.2445,1145.5952,0.131826,-379.95145,-379.9438,-379.94284,-379.984,27.698
5233,H,2.923,63.96,-0.2219,0.0119,0.2338,1105.2479,0.119096,-399.82156,-399.81403,-399.81308,-399.8549,26.324
5234,H,2.2496,67.24,-0.1992,0.0529,0.252,1125.8903,0.131814,-379.96103,-379.95334,-379.9524,-379.99368,27.808
5235,H,0.4631,63.39,-0.2204,0.0255,0.2458,1097.806,0.119519,-399.8312,-399.82382,-399.82288,-399.8636,26.234
5236,H,2.0173,67.22,-0.2276,0.0039,0.2315,1140.7267,0.132041,-379.93848,-379.93085,-379.9299,-379.97125,26.923
5237,H,1.9351,72.53,-0.1973,0.0423,0.2396,1164.9365,0.143297,-363.8865,-363.8786,-363.87766,-363.91946,28.522
5238,H,1.1076,68.94,-0.2221,0.0117,0.2338,1147.7399,0.130582,-383.75314,-383.74545,-383.7445,-383.78613,27.201
5239,H,4.6697,67.66,-0.2155,0.0327,0.2482,1162.7383,0.131659,-379.94128,-379.93338,-379.93243,-379.97534,27.314
5240,H,2.9272,63.57,-0.2366,0.0056,0.2422,1137.1744,0.119125,-399.81274,-399.8051,-399.80417,-399.84613,26.027
5241,H,3.2083,67.41,-0.2139,0.038,0.2519,1123.4214,0.131915,-379.94815,-379.94037,-379.93942,-379.9814,27.245
5242,H,1.334,64.22,-0.2438,-0.0027,0.2411,1106.7688,0.119269,-399.81372,-399.80618,-399.80524,-399.8466,25.979
5243,H,2.1097,71.22,-0.1969,0.0461,0.2431,1203.2317,0.143552,-363.89444,-363.8864,-363.88547,-363.9276,29.21
5244,H,1.2833,67.33,-0.2155,0.0204,0.2359,1168.0363,0.131044,-383.7645,-383.75677,-383.75583,-383.79745,27.787
5245,H,3.7292,66.79,-0.2176,0.0318,0.2494,1180.1804,0.132347,-379.95364,-379.94583,-379.9449,-379.98666,27.752
5246,H,2.1594,62.98,-0.2389,0.0037,0.2426,1146.3894,0.119819,-399.82498,-399.81744,-399.8165,-399.8578,26.451
5247,H,2.3247,66.96,-0.2177,0.0313,0.249,1165.3907,0.132451,-379.95667,-379.9489,-379.948,-379.99,27.782
5248,H,0.5629,62.66,-0.2386,0.0072,0.2458,1149.0164,0.119495,-399.82697,-399.81934,-399.8184,-399.8606,26.626
5249,H,1.7983,78.26,-0.1986,0.0515,0.2502,1288.2264,0.166915,-327.97202,-327.96375,-327.9628,-328.0054,30.605
5250,H,3.3263,74.31,-0.2158,0.0366,0.2524,1241.6544,0.15572,-344.0344,-344.02643,-344.02548,-344.06738,29.157
5251,H,0.8359,73.82,-0.218,0.0241,0.2421,1270.0968,0.154544,-347.84003,-347.83206,-347.83112,-347.8731,29.069
5252,H,1.1964,69.87,-0.2386,0.0071,0.2456,1224.0002,0.143294,-363.9036,-363.89587,-363.89493,-363.93643,27.766
5253,H,1.3819,75.52,-0.17,0.0577,0.2277,1231.2415,0.155397,-344.01215,-344.00397,-344.00302,-344.0449,30.543
5254,H,2.7502,71.65,-0.1782,0.042,0.2202,1193.3055,0.144284,-360.07828,-360.07037,-360.06943,-360.11087,29.019
5255,H,1.7774,71.19,-0.1891,0.0318,0.2208,1212.4474,0.143138,-363.88104,-363.87323,-363.87228,-363.91357,28.873
5256,H,1.7048,67.29,-0.1976,0.0143,0.2119,1176.5302,0.131864,-379.94803,-379.9404,-379.93945,-379.9805,27.601
5257,H,2.3019,71.38,-0.1876,0.0527,0.2402,1179.0804,0.14294,-363.88962,-363.88168,-363.88074,-363.92215,29.319
5258,H,2.452,67.83,-0.1935,0.034,0.2275,1134.5621,0.131737,-379.95563,-379.9479,-379.94696,-379.98837,27.798
5259,H,1.1044,67.1,-0.2076,0.0261,0.2337,1159.766,0.130695,-383.75754,-383.74997,-383.74902,-383.78983,27.603
5260,H,0.2756,63.63,-0.2146,0.0046,0.2191,1118.0613,0.119255,-399.82324,-399.81577,-399.81482,-399.85602,26.384
5261,H,0.8289,71.41,-0.1986,0.0535,0.2521,1192.5662,0.142946,-363.88348,-363.87537,-363.87442,-363.91763,28.824
5262,H,2.3765,67.24,-0.2162,0.0373,0.2534,1155.4196,0.131692,-379.94543,-379.9376,-379.93665,-379.97867,27.42
5263,H,1.7531,67.1,-0.2184,0.0251,0.2436,1173.3466,0.130541,-383.75092,-383.74313,-383.74222,-383.7841,27.326
5264,H,1.0283,62.94,-0.2392,0.007,0.2463,1138.1036,0.119225,-399.81393,-399.80637,-399.80542,-399.84686,26.059
5265,H,2.5457,70.67,-0.2017,0.0484,0.2501,1219.7543,0.143562,-363.89273,-363.8847,-363.88376,-363.9259,29.297
5266,H,3.7095,66.7,-0.2197,0.0315,0.2512,1177.527,0.132451,-379.95566,-379.94794,-379.947,-379.9885,27.834
5267,H,1.4303,66.34,-0.2212,0.0207,0.2419,1202.2561,0.131123,-383.76038,-383.75266,-383.7517,-383.79333,27.787
5268,H,1.2868,62.39,-0.2413,0.0018,0.2431,1160.9667,0.119963,-399.82425,-399.81677,-399.81583,-399.85693,26.475
5269,H,2.1575,78.1,-0.1991,0.0476,0.2467,1228.8835,0.166881,-327.96747,-327.95932,-327.95837,-328.00085,29.966
5270,H,4.1204,73.5,-0.2194,0.0341,0.2535,1208.7157,0.155792,-344.02713,-344.01923,-344.01828,-344.06036,28.518
5271,H,1.9919,70.52,-0.2021,0.0444,0.2465,1162.0691,0.143449,-363.8868,-363.87888,-363.87793,-363.91992,28.704
5272,H,3.7699,66.02,-0.2225,0.0307,0.2532,1141.0,0.132256,-379.9463,-379.93854,-379.9376,-379.97928,27.302
5273,H,1.9588,71.89,-0.2235,-0.0359,0.1876,955.0463,0.120054,-362.734,-362.72662,-362.7257,-362.7661,26.806
5274,H,3.1333,67.58,-0.2407,-0.0498,0.1909,928.6493,0.107109,-382.59503,-382.58786,-382.5869,-382.62695,25.769
5275,H,0.2815,66.43,-0.2452,-0.0482,0.197,932.7586,0.108685,-378.79044,-378.78323,-378.7823,-378.82248,25.5
5276,H,2.8695,62.38,-0.261,-0.0631,0.1978,907.7086,0.095718,-398.6525,-398.64548,-398.64453,-398.68433,24.542
5277,H,2.1726,67.32,-0.24,-0.0497,0.1903,917.6051,0.108528,-378.79147,-378.7843,-378.78336,-378.82358,25.585
5278,H,2.6247,62.83,-0.2605,-0.066,0.1945,898.278,0.095573,-398.6505,-398.64346,-398.64252,-398.68243,24.619
5279,H,3.0068,67.47,-0.2216,-0.0255,0.1961,914.2183,0.109256,-378.7597,-378.75272,-378.75177,-378.79135,26.308
5280,H,3.9111,63.33,-0.2341,-0.0326,0.2015,890.8772,0.097747,-394.8177,-394.8109,-394.80997,-394.84894,25.153
5281,H,1.8432,63.48,-0.2382,-0.0343,0.2039,878.1404,0.097803,-394.8184,-394.81168,-394.81073,-394.84946,25.044
5282,H,4.4118,67.41,-0.2203,-0.017,0.2033,924.9129,0.110032,-378.7941,-378.78723,-378.7863,-378.82523,26.182
5283,H,3.4754,62.77,-0.2366,-0.0286,0.208,895.9511,0.096525,-398.66556,-398.65833,-398.65738,-398.69775,25.68
5284,H,5.3351,62.35,-0.24,-0.0282,0.2118,903.2819,0.098597,-394.85065,-394.84393,-394.843,-394.88177,24.899
5285,H,3.9271,58.02,-0.2596,-0.0424,0.2172,875.0307,0.085248,-414.7232,-414.71622,-414.71527,-414.75488,24.407
5286,H,1.2751,62.34,-0.2357,-0.023,0.2127,881.1885,0.098439,-394.86426,-394.85736,-394.8564,-394.89545,25.224
5287,H,2.9105,58.1,-0.2592,-0.0439,0.2153,862.7432,0.085378,-414.7226,-414.71576,-414.7148,-414.754,24.29
5288,H,5.1452,69.62,-0.2246,-0.0209,0.2037,971.3418,0.119905,-362.72662,-362.7192,-362.71826,-362.75858,27.15
5289,H,4.6217,65.41,-0.236,-0.0287,0.2072,932.5311,0.108476,-378.7873,-378.78012,-378.77917,-378.81915,25.771
5290,H,2.4981,64.69,-0.2435,-0.0404,0.2031,954.1791,0.107207,-382.59122,-382.584,-382.58307,-382.6232,25.84
5291,H,2.347,60.55,-0.2522,-0.0488,0.2034,917.1143,0.095721,-398.65225,-398.64526,-398.64432,-398.68405,24.613
